ID,FLIGHT_DATE,FLIGHT_NUMBER,CORRELATION_ID,OPERATION_TYPE,METER_ID,METER_LOCATION,METER_TYPE,METER_STATUS,METER_START_TIME,METER_START_READING,METER_STATUS,METER_END_TIME,METER_END_READING,UNIT_OF_MEASUREMENT,AEROBILL_REMARK,RECONCILIATION_REQUIRED
17232,07-06-2026,6E2020,486678,ARR,PCA18,G18,PCA,ON,2026-06-07 14:02:00,3989.5,OFF,2026-06-07 14:57:00,4054.6,KWH,,NO
17233,07-06-2026,6E198,486738,ARR,PBB10R,G10R,PBB,ON,2026-06-07 14:13:00,0,OFF,2026-06-07 18:24:00,0,NULL,Not used: PCA,YES
17234,07-06-2026,6E198,486730,ARR,FGP10R,G10R,FGP,ON,2026-06-07 14:14:00,4645.6,OFF,2026-06-07 18:14:00,4681.6,KWH,Not used: PCA,YES
17235,07-06-2026,6E865,486677,ARR,PBB13L,G13L,PBB,ON,2026-06-07 14:17:00,0,OFF,2026-06-07 14:55:00,0,NULL,,NO
17236,07-06-2026,6E865,486675,ARR,FGP13L,G13L,FGP,ON,2026-06-07 14:20:00,791.6,OFF,2026-06-07 14:52:00,800.4,KWH,,NO
17237,07-06-2026,6E865,486674,ARR,PCA13L,G13L,PCA,ON,2026-06-07 14:42:00,1151.2,OFF,2026-06-07 14:51:00,1161.4,KWH,,NO
17238,07-06-2026,6E5096,486767,ARR,FGP11L,G11L,FGP,ON,2026-06-07 14:46:00,5318.5,OFF,2026-06-07 19:31:00,5342.8,KWH,,NO
17239,07-06-2026,6E5096,486776,ARR,PBB11L,G11L,PBB,ON,2026-06-07 14:46:00,0,OFF,2026-06-07 19:46:00,0,NULL,,NO
17240,07-06-2026,6E5096,486681,ARR,PCA11L,G11L,PCA,ON,2026-06-07 14:51:00,1926.1,OFF,2026-06-07 15:38:00,1984.4,KWH,,NO
17241,07-06-2026,6E2138,486699,ARR,PBB15,G15,PBB,ON,2026-06-07 15:45:00,0,OFF,2026-06-07 16:33:00,0,NULL,,NO
17242,07-06-2026,6E2138,486697,ARR,FGP15,G15,FGP,ON,2026-06-07 15:46:00,715.7,OFF,2026-06-07 16:27:00,730.4,KWH,,NO
17243,07-06-2026,6E2138,486694,ARR,PCA15,G15,PCA,ON,2026-06-07 15:46:00,1354.6,OFF,2026-06-07 16:25:00,1407.3,KWH,,NO
17244,07-06-2026,QP2022,486700,ARR,FGP12R,G12R,FGP,ON,2026-06-07 16:04:00,735.6,OFF,2026-06-07 16:38:00,743.7,KWH,,NO
17245,07-06-2026,QP2022,486705,ARR,PBB12R,G12R,PBB,ON,2026-06-07 16:04:00,0,OFF,2026-06-07 16:48:00,0,NULL,,NO
17246,07-06-2026,QP2022,486701,ARR,PCA12R,G12R,PCA,ON,2026-06-07 16:06:00,639.5,OFF,2026-06-07 16:39:00,684.1,KWH,,NO
17247,07-06-2026,6E582,486714,ARR,PBB14,G14,PBB,ON,2026-06-07 16:12:00,0,OFF,2026-06-07 17:01:00,0,NULL,,NO
17248,07-06-2026,6E582,486707,ARR,FGP14,G14,FGP,ON,2026-06-07 16:12:00,509.6,OFF,2026-06-07 16:52:00,521.8,KWH,,NO
17249,07-06-2026,6E582,486706,ARR,PCA14,G14,PCA,ON,2026-06-07 16:13:00,234.6,OFF,2026-06-07 16:52:00,285.1,KWH,,NO
17250,07-06-2026,6E5338,486713,ARR,PBB18,G18,PBB,ON,2026-06-07 16:21:00,0,OFF,2026-06-07 17:00:00,0,NULL,,NO
17251,07-06-2026,6E5338,486711,ARR,FGP18,G18,FGP,ON,2026-06-07 16:21:00,571.5,OFF,2026-06-07 16:56:00,581.3,KWH,,NO
17252,07-06-2026,6E5338,486708,ARR,PCA18,G18,PCA,ON,2026-06-07 16:23:00,4055.5,OFF,2026-06-07 16:55:00,4094.2,KWH,,NO
17253,07-06-2026,6E5302,486719,ARR,PBB17,G17,PBB,ON,2026-06-07 16:26:00,0,OFF,2026-06-07 17:18:00,0,NULL,,NO
17254,07-06-2026,6E5302,486717,ARR,FGP17,G17,FGP,ON,2026-06-07 16:27:00,1315,OFF,2026-06-07 17:10:00,1325.6,KWH,,NO
17255,07-06-2026,6E5302,486716,ARR,PCA17,G17,PCA,ON,2026-06-07 16:30:00,2109.3,OFF,2026-06-07 17:09:00,2157.5,KWH,,NO
17256,07-06-2026,6E6030,486723,ARR,FGP13L,G13L,FGP,ON,2026-06-07 16:47:00,800.4,OFF,2026-06-07 17:29:00,812.1,KWH,,NO
17257,07-06-2026,6E6030,486724,ARR,PBB13L,G13L,PBB,ON,2026-06-07 16:47:00,0,OFF,2026-06-07 17:32:00,0,NULL,,NO
17258,07-06-2026,6E6030,486715,ARR,PCA13L,G13L,PCA,ON,2026-06-07 16:49:00,1161.6,OFF,2026-06-07 17:05:00,1168.9,KWH,,NO
17259,07-06-2026,6E5247,486727,ARR,PBB15,G15,PBB,ON,2026-06-07 16:55:00,0,OFF,2026-06-07 17:55:00,0,NULL,,NO
17260,07-06-2026,6E5247,486726,ARR,FGP15,G15,FGP,ON,2026-06-07 16:56:00,730.4,OFF,2026-06-07 17:50:00,750.8,KWH,,NO
17261,07-06-2026,6E5247,486725,ARR,PCA15,G15,PCA,ON,2026-06-07 16:58:00,1407.4,OFF,2026-06-07 17:49:00,1472.8,KWH,,NO
17262,07-06-2026,6E6030,486722,ARR,PCA13L,G13L,PCA,ON,2026-06-07 17:13:00,1168.9,OFF,2026-06-07 17:29:00,1209.4,KWH,,NO
17263,,,486721,,PBB12R,G12R,PBB,ON,2026-06-07 17:23:00,0,OFF,2026-06-07 17:23:00,0,NULL,,NO
17264,07-06-2026,6E2015,486784,ARR,FGP12L,G12L,FGP,ON,2026-06-07 17:58:00,156.4,OFF,2026-06-07 20:04:00,189.5,KWH,,NO
17265,07-06-2026,6E2015,486792,ARR,PBB12L,G12L,PBB,ON,2026-06-07 17:58:00,0,OFF,2026-06-07 20:15:00,0,NULL,,NO
17266,07-06-2026,IX1039,486753,ARR,PBB11R,G11R,PBB,ON,2026-06-07 18:16:00,0,OFF,2026-06-07 18:59:00,0,NULL,,NO
17267,08-06-2026,6E6279,486847,ARR,PBB10L,G10L,PBB,ON,2026-06-07 18:19:00,0,OFF,2026-06-08 00:57:00,0,NULL,,NO
17268,07-06-2026,IX1039,486750,ARR,FGP11R,G11R,FGP,ON,2026-06-07 18:17:00,5868.7,OFF,2026-06-07 18:48:00,5875.8,KWH,,NO
17269,08-06-2026,6E6279,486751,ARR,FGP10L,G10L,FGP,ON,2026-06-07 18:20:00,187.8,OFF,2026-06-07 18:57:00,192,KWH,,NO
17270,07-06-2026,IX1039,486748,ARR,PCA11R,G11R,PCA,ON,2026-06-07 18:20:00,3535.1,OFF,2026-06-07 18:47:00,3571.1,KWH,,NO
17271,07-06-2026,6E2048,486760,ARR,PBB18,G18,PBB,ON,2026-06-07 18:23:00,0,OFF,2026-06-07 19:07:00,0,NULL,,NO
17272,07-06-2026,6E2048,486754,ARR,FGP18,G18,FGP,ON,2026-06-07 18:23:00,581.3,OFF,2026-06-07 19:00:00,592.9,KWH,,NO
17273,07-06-2026,6E2048,486752,ARR,PCA18,G18,PCA,ON,2026-06-07 18:26:00,4094.3,OFF,2026-06-07 18:58:00,4130.3,KWH,,NO
17274,,,486741,,PBB12R,G12R,PBB,ON,2026-06-07 18:26:00,0,OFF,2026-06-07 18:26:00,0,NULL,,NO
17275,07-06-2026,6E2730,486763,ARR,FGP15,G15,FGP,ON,2026-06-07 18:32:00,750.9,OFF,2026-06-07 19:11:00,762.6,KWH,,NO
17276,07-06-2026,6E2730,486764,ARR,PBB15,G15,PBB,ON,2026-06-07 18:32:00,0,OFF,2026-06-07 19:17:00,0,NULL,,NO
17277,07-06-2026,6E2730,486762,ARR,PCA15,G15,PCA,ON,2026-06-07 18:34:00,1473.1,OFF,2026-06-07 19:10:00,1520.7,KWH,,NO
17278,07-06-2026,6E2031,486761,ARR,PBB13R,G13R,PBB,ON,2026-06-07 18:36:00,0,OFF,2026-06-07 19:09:00,0,NULL,,NO
17279,07-06-2026,6E2031,486759,ARR,FGP13R,G13R,FGP,ON,2026-06-07 18:38:00,1588.9,OFF,2026-06-07 19:07:00,1596.5,KWH,,NO
17280,07-06-2026,6E5096,486766,ARR,PCA11L,G11L,PCA,ON,2026-06-07 18:44:00,1984.4,OFF,2026-06-07 19:29:00,2037.2,KWH,,NO
17281,07-06-2026,6E2031,486758,ARR,PCA13R,G13R,PCA,ON,2026-06-07 18:48:00,2562,OFF,2026-06-07 19:07:00,2587,KWH,,NO
17282,07-06-2026,6E2139,486773,ARR,FGP17,G17,FGP,ON,2026-06-07 19:04:00,1325.6,OFF,2026-06-07 19:43:00,1337.5,KWH,,NO
17283,07-06-2026,6E2139,486771,ARR,PBB17,G17,PBB,ON,2026-06-07 19:04:00,0,OFF,2026-06-07 19:41:00,0,NULL,,NO
17284,07-06-2026,6E2139,486772,ARR,PCA17,G17,PCA,ON,2026-06-07 19:06:00,2157.8,OFF,2026-06-07 19:42:00,2200.8,KWH,,NO
17285,07-06-2026,6E2015,486785,ARR,PCA12L,G12L,PCA,ON,2026-06-07 19:26:00,4273.9,OFF,2026-06-07 20:03:00,4312.3,KWH,,NO
17286,07-06-2026,6E2041,486777,ARR,PBB14,G14,PBB,ON,2026-06-07 19:36:00,0,OFF,2026-06-07 19:53:00,0,NULL,,NO
17287,07-06-2026,6E2041,486781,ARR,FGP14,G14,FGP,ON,2026-06-07 19:36:00,521.8,OFF,2026-06-07 19:55:00,527,KWH,,NO
17288,07-06-2026,6E2041,486778,ARR,PCA14,G14,PCA,ON,2026-06-07 19:38:00,285.3,OFF,2026-06-07 19:53:00,303.4,KWH,,NO
17289,08-06-2026,QP2002,486798,ARR,PBB18,G18,PBB,ON,2026-06-07 19:42:00,0,OFF,2026-06-07 20:39:00,0,NULL,,NO
17290,08-06-2026,QP2002,486797,ARR,FGP18,G18,FGP,ON,2026-06-07 19:43:00,592.9,OFF,2026-06-07 20:37:00,604.7,KWH,,NO
17291,07-06-2026,6E2041,486780,ARR,PBB14,G14,PBB,ON,2026-06-07 19:54:00,0,OFF,2026-06-07 19:55:00,0,NULL,,NO
17292,08-06-2026,6E737,486881,ARR,PBB13R,G13R,PBB,ON,2026-06-07 20:03:00,0,OFF,2026-06-08 03:29:00,0,NULL,,NO
17293,08-06-2026,6E737,486878,ARR,FGP13R,G13R,FGP,ON,2026-06-07 20:04:00,1596.5,OFF,2026-06-08 03:25:00,1678.9,KWH,,NO
17294,07-06-2026,IX1581,486802,ARR,PBB11R,G11R,PBB,ON,2026-06-07 20:05:00,0,OFF,2026-06-07 20:46:00,0,NULL,,NO
17295,07-06-2026,6E2041,486796,ARR,PBB14,G14,PBB,ON,2026-06-07 20:07:00,0,OFF,2026-06-07 20:25:00,0,NULL,,NO
17296,07-06-2026,IX1581,486801,ARR,FGP11R,G11R,FGP,ON,2026-06-07 20:06:00,5875.8,OFF,2026-06-07 20:44:00,5886.1,KWH,,NO
17297,07-06-2026,IX1581,486800,ARR,PCA11R,G11R,PCA,ON,2026-06-07 20:07:00,3571.7,OFF,2026-06-07 20:44:00,3620.4,KWH,,NO
17298,07-06-2026,6E2041,486791,ARR,FGP14,G14,FGP,ON,2026-06-07 20:09:00,527,OFF,2026-06-07 20:13:00,527,KWH,,NO
17299,07-06-2026,6E5157,486806,ARR,PBB15,G15,PBB,ON,2026-06-07 20:17:00,0,OFF,2026-06-07 20:57:00,0,NULL,,NO
17300,07-06-2026,6E5157,486804,ARR,FGP15,G15,FGP,ON,2026-06-07 20:18:00,762.6,OFF,2026-06-07 20:54:00,774.2,KWH,,NO
17301,07-06-2026,6E5157,486803,ARR,PCA15,G15,PCA,ON,2026-06-07 20:20:00,1521.2,OFF,2026-06-07 20:54:00,1564.6,KWH,,NO
17302,08-06-2026,QP2002,486805,ARR,FGP18,G18,FGP,ON,2026-06-07 20:42:00,604.7,OFF,2026-06-07 20:57:00,606.8,KWH,,NO
17303,07-06-2026,6E163,486816,ARR,PBB15,G15,PBB,ON,2026-06-07 21:40:00,0,OFF,2026-06-07 22:21:00,0,NULL,,NO
17304,07-06-2026,6E163,486815,ARR,FGP15,G15,FGP,ON,2026-06-07 21:41:00,774.2,OFF,2026-06-07 22:15:00,783.1,KWH,,NO
17305,08-06-2026,6E6093,486911,ARR,PBB14,G14,PBB,ON,2026-06-07 21:47:00,0,OFF,2026-06-08 06:11:00,0,NULL,,NO
17306,08-06-2026,6E6093,486908,ARR,FGP14,G14,FGP,ON,2026-06-07 21:48:00,527,OFF,2026-06-08 06:01:00,600.6,KWH,,NO
17307,07-06-2026,6E163,486814,ARR,PCA15,G15,PCA,ON,2026-06-07 21:49:00,1564.7,OFF,2026-06-07 22:14:00,1596.1,KWH,,NO
17308,08-06-2026,6E829,486896,ARR,PBB10R,G10R,PBB,ON,2026-06-07 22:03:00,0,OFF,2026-06-08 04:48:00,0,NULL,,NO
17309,08-06-2026,6E829,486895,ARR,FGP10R,G10R,FGP,ON,2026-06-07 22:04:00,4681.6,OFF,2026-06-08 04:46:00,4769.1,KWH,,NO
17310,08-06-2026,6E2084,486850,ARR,PBB11L,G11L,PBB,ON,2026-06-07 22:20:00,0,OFF,2026-06-08 01:17:00,0,NULL,,NO
17311,08-06-2026,6E2084,486849,ARR,FGP11L,G11L,FGP,ON,2026-06-07 22:21:00,5342.8,OFF,2026-06-08 01:05:00,5369.5,KWH,,NO
17312,08-06-2026,6E753,486882,ARR,FGP12L,G12L,FGP,ON,2026-06-07 22:30:00,189.5,OFF,2026-06-08 03:33:00,219.7,KWH,,NO
17313,08-06-2026,6E753,486942,ARR,PBB12L,G12L,PBB,ON,2026-06-07 22:29:00,0,OFF,2026-06-08 08:28:00,0,NULL,,NO
17314,07-06-2026,IX1005,486840,ARR,PBB17,G17,PBB,ON,2026-06-07 22:38:00,0,OFF,2026-06-07 23:11:00,0,NULL,,NO
17315,07-06-2026,IX1005,486839,ARR,FGP17,G17,FGP,ON,2026-06-07 22:41:00,1337.5,OFF,2026-06-07 23:08:00,1343.7,KWH,,NO
17316,07-06-2026,IX1005,486836,ARR,PCA17,G17,PCA,ON,2026-06-07 22:43:00,2200.9,OFF,2026-06-07 23:05:00,2228.8,KWH,,NO
17317,08-06-2026,6E2133,486925,ARR,PBB12R,G12R,PBB,ON,2026-06-07 23:01:00,0,OFF,2026-06-08 06:55:00,0,NULL,,NO
17318,08-06-2026,6E6360,486920,ARR,PBB15,G15,PBB,ON,2026-06-07 23:04:00,0,OFF,2026-06-08 06:49:00,0,NULL,,NO
17319,08-06-2026,6E6360,486919,ARR,FGP15,G15,FGP,ON,2026-06-07 23:04:00,783.1,OFF,2026-06-08 06:44:00,829,KWH,,NO
17320,08-06-2026,6E2133,486923,ARR,FGP12R,G12R,FGP,ON,2026-06-07 23:02:00,743.7,OFF,2026-06-08 06:51:00,792.7,KWH,,NO
17321,08-06-2026,6E955,486954,ARR,PBB13L,G13L,PBB,ON,2026-06-07 23:07:00,0,OFF,2026-06-08 09:04:00,0,NULL,,NO
17322,08-06-2026,6E955,486880,ARR,FGP13L,G13L,FGP,ON,2026-06-07 23:08:00,812.2,OFF,2026-06-08 03:29:00,855.5,KWH,,NO
17323,08-06-2026,6E2071,486843,ARR,PBB11R,G11R,PBB,ON,2026-06-07 23:18:00,0,OFF,2026-06-07 23:18:00,0,NULL,,NO
17324,08-06-2026,6E2071,486915,ARR,FGP11R,G11R,FGP,ON,2026-06-07 23:12:00,5886.1,OFF,2026-06-08 06:37:00,5949.3,KWH,,NO
